"YEAR","FIRMNAME","fivefirmid","FIRMID","CUSIPHEADERID","CUSIPHeaderName","CUSIPHISTORYID","CUSIPHistoryName","productname","PRODUCTID","OS","CPU","BUS","MHZ","RAM","HD","MONITOR","PRICE"
1989,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 300 model 350",455,9,16,7,,2000,,0,21900
1993,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 350",921,10,30,9,,128000,400,1,21900
1990,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 300 model 350",455,9,16,7,,2000,,0,21900
1988,"genisco peripheral systems",70,70,,,,,"hs40",539,,30,,,,,,21950
1994,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","decstation 5000-260pxg+",260,7,8,1,,24000,1000,1,21995
1996,"Wright Technologies, Inc.",167,167,,,,,"wright design system",1251,0,0,8,,64000,4500,0,22000
1991,"Information International, Inc.",85,85,"45674010","INFORMATION INTERNATIONAL","45674010","INFORMATION INTERNATIONAL","ams/2",52,0,0,7,,24000,,0,22000
1992,"Information International, Inc.",85,85,"45674010","INFORMATION INTERNATIONAL","45674010","INFORMATION INTERNATIONAL","ams/2",52,0,0,7,,24000,,0,22000
1983,"megatek corp.",107,107,,,,,"whizzard 7250",1238,20,49,,,,,,22000
1983,"Redac",136,136,,,,,"cadet i",112,0,0,,,,,0,22000
1993,"Information International, Inc.",85,85,"45674010","INFORMATION INTERNATIONAL","45674010","INFORMATION INTERNATIONAL","ams/2",52,0,0,7,,24000,,0,22000
1984,"megatek corp.",107,107,,,,,"whizzard 7250",1238,20,49,,,,,,22000
1987,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-3/110",1104,1,16,,16,,,,22000
1990,"Information International, Inc.",85,85,"45674010","INFORMATION INTERNATIONAL","45674010","INFORMATION INTERNATIONAL","ams/2",52,0,0,7,,24000,,0,22000
1994,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cdc 4440",132,16,10,6,50,32000,,0,22080
1990,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 2000",1193,14,21,7,,14000,318,1,22125
1994,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/7000 powerstation 365",957,10,4,9,,128000,2000,1,22225
1990,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation ii/gpx",1215,14,21,7,,16000,477,1,22275
1995,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 20 model 612",1041,1,2,2,60,64000,1000,0,22495
1992,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 2gxplus",1057,1,1,2,25,96000,424,0,22495
1994,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 2gxplus",1057,1,1,2,25,96000,424,0,22495
1994,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 2gs",1054,1,1,2,25,64000,207,0,22495
1996,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 20 model 612",1041,1,2,2,60,64000,1000,0,22495
1993,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 2gs",1054,1,1,2,25,64000,207,0,22495
1993,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 2gxplus",1057,1,1,2,25,96000,424,0,22495
1993,"intergraph corp.",90,90,"45868310","INTERGRAPH CORP","45868310","INTERGRAPH CORP","interact 6040 series",570,14,42,7,,48000,360,0,22500
1986,"megatek corp.",107,107,,,,,"whizzard 3300 series",1232,14,30,,,,,,22500
1993,"Optigraphics Corp.",121,121,,,,,"optidraft workstation",798,0,0,2,,16000,207,0,22500
1992,"intergraph corp.",90,90,"45868310","INTERGRAPH CORP","45868310","INTERGRAPH CORP","interact 6040 series",570,14,42,7,,48000,360,0,22500
1985,"megatek corp.",107,107,,,,,"whizzard 3300 series",1232,14,30,,,,,,22500
1987,"megatek corp.",107,107,,,,,"whizzard 3300 series",1232,14,30,,,,,,22500
1991,"intergraph corp.",90,90,"45868310","INTERGRAPH CORP","45868310","INTERGRAPH CORP","interact 6040 series",570,14,42,7,,48000,360,0,22500
1991,"Prime Computer, Inc.",131,131,"74155510","PRIME COMPUTER INC","74155510","PRIME COMPUTER INC","ws42c graphics accelerator",1254,1,0,2,,12000,327,0,22660
1995,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 10turbogxplus",1032,1,1,2,,512000,41000,0,22745
1994,"Parity Systems, Inc.",126,126,,,,,"performanceplus",812,0,0,2,33,32000,640,0,22775
1992,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 800 model 834 ch",483,9,30,7,,96000,304,0,22945
1991,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 800 model 834 ch",483,9,30,7,,96000,304,0,22945
1993,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 800 model 834 ch",483,9,30,7,,96000,304,0,22945
1990,"tektronix, inc.",158,158,"87913110","TEKTRONIX INC","87913110","TEKTRONIX INC","model 4325 graphics netstation",733,11,16,7,,12000,86,0,22950
1987,"Chromatics, Inc.",34,34,,,,,"cm 1024",160,0,0,,,,,0,22995
1986,"Chromatics, Inc.",34,34,,,,,"cm 1024",160,0,0,,,,,0,22995
1995,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 3at",929,10,12,9,,512000,18000,1,22995
1989,"Chromatics, Inc.",34,34,,,,,"cm 1024",160,0,0,,,,,0,22995
1988,"Chromatics, Inc.",34,34,,,,,"cm 1024",160,0,0,,,,,0,22995
1995,"Advanced Processing Laboratories, Inc.",4,4,,,,,"vmestation-ipx",1229,0,0,1,40,64000,24000,0,23000
1993,"advanced processing laboratories, inc.",4,4,,,,,"vmestation-ipx",1229,1,1,1,40,16000,207,0,23000
1994,"advanced processing laboratories, inc.",4,4,,,,,"vmestation-ipx",1229,1,1,1,40,16000,207,0,23000
1992,"advanced processing laboratories, inc.",4,4,,,,,"vmestation-ipx",1229,1,1,1,40,16000,207,0,23000
1987,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 300 model 350",455,9,16,7,,2000,,0,23000
1995,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris indigo xz",644,11,10,7,40,16000,432,0,23000
1994,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris indigo xz",644,11,10,7,40,16000,432,0,23000
1996,"Hal Computer Systems, Inc.",77,77,,,,,"halstation 300 series model 330",369,0,0,7,,64000,2000,0,23010
1994,"barco chromatics, inc.",26,26,,,,,"lemans cx2000 color workstation",667,11,17,1,,32000,600,0,23250
1982,"genisco computers corp.",69,69,"37229820","GENISCO TECHNOLOGY","37229810","GENISCO TECHNOLOGY","g-6101",339,20,30,7,,512,,,23250
1983,"Genisco Computers Corp.",69,69,"37229820","GENISCO TECHNOLOGY","37229810","GENISCO TECHNOLOGY","g-6100",338,0,0,7,,512,,0,23250
1993,"axil computer, inc.",21,21,,,,,"hws-s310/4.0 sparc workstation",544,2,2,4,40,32000,535,1,23395
1994,"axil computer, inc.",21,21,,,,,"hws-s310/4.0 sparc workstation",544,2,2,4,40,32000,535,1,23395
1994,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 3000-400tx axp",210,13,20,7,,64000,1050,1,23445
1992,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","dn4500",278,19,17,7,25,32000,2800,1,23490
1994,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","cyber 910-200",184,14,9,7,,96000,1200,0,23500
1991,"tektronix, inc.",158,158,"87913110","TEKTRONIX INC","87913110","TEKTRONIX INC","model 4235 graphics netstation",725,11,17,7,,48000,,0,23500
1996,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 3bt",930,10,12,9,,512000,18000,1,23500
1995,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 3000-600s axp",221,7,3,7,150,64000,1000,1,23534
1990,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 3520",1203,14,21,7,,64000,560,1,23950
1991,"Computervision",41,41,"20557T10","COMPUTERVISION CORP","20557T10","COMPUTERVISION CORP","babycadd 42f",95,0,0,7,,12000,208,0,23995
1982,"megatek corp.",107,107,,,,,"whizzard 7290",1241,,49,,,,,,24000
1986,"spectragraphics corp.",149,149,,,,,"designset 3000",274,,30,,,,,,24050
1988,"Integrated Solutions",87,87,,,,,"optimum 408m workstations",800,1,0,,,,,0,24400
1996,"sanar systems, inc.",139,139,,,,,"sanar sparc sa/2000tmp",979,1,30,2,,512000,18000,0,24495
1990,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp apollo 9000 series 300 model 370",486,9,17,1,33,8000,,1,24500
1990,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 300 model 370mh",461,9,17,7,33,48000,571,0,24500
1991,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 300 model 370mh",461,9,17,7,33,48000,571,0,24500
1992,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 300 model 370mh",461,9,17,7,33,48000,571,0,24500
1993,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 300 model 370mh",461,9,17,7,33,48000,571,0,24500
1995,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp apollo 9000 series 700 model 730",505,9,11,6,66,32000,420,0,24555
1994,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp apollo 9000 series 700 model 730",505,9,11,6,66,32000,420,0,24555
1993,"Goldstar Technology, Inc.",72,72,,,,,"gws40",367,0,0,2,40,16000,207,1,24595
1992,"Goldstar Technology, Inc.",72,72,,,,,"gws40",367,0,0,2,40,16000,207,1,24595
1993,"intergraph corp.",90,90,"45868310","INTERGRAPH CORP","45868310","INTERGRAPH CORP","interpro 6450",601,14,30,7,,256000,426,0,24900
1988,"Silicon Graphics, Inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris series 2000 workstations",650,1,0,7,10,,,0,24900
1987,"Silicon Graphics, Inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris series 2000 workstations",650,1,0,7,10,,,0,24900
1989,"Silicon Graphics, Inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris series 2000 workstations",650,1,0,7,10,,,0,24900
1983,"Three Rivers Computer Corp.",159,159,,,,,"perq 2",814,0,0,7,,500,24,0,24900
1986,"Silicon Graphics, Inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris series 2000 workstations",650,1,0,7,10,,,0,24900
1988,"genisco peripheral systems",70,70,,,,,"hs50",540,,30,,,,,,24950
1990,"tektronix, inc.",158,158,"87913110","TEKTRONIX INC","87913110","TEKTRONIX INC","xd88/01",1264,14,22,1,,8000,156,0,24950
1987,"chromatics, inc.",34,34,,,,,"cx 1280",174,11,30,,,,,,24995
1994,"tatung co. of america, inc.",156,156,,,,,"super compstation 10/402",1136,1,2,2,,32000,1000,1,24995
1995,"Concurrent Computer Corp.",42,42,"20670910","CONCURRENT COMPUTER CORP","20670910","CONCURRENT COMPUTER CORP","maxion",678,1,0,5,150,16000,,0,24995
1989,"chromatics, inc.",34,34,,,,,"cx 1280",174,11,30,,,,,,24995
1994,"Concurrent Computer Corp.",42,42,"20670910","CONCURRENT COMPUTER CORP","20670910","CONCURRENT COMPUTER CORP","maxion",678,1,0,5,150,16000,,0,24995
1996,"tatung co. of america, inc.",156,156,,,,,"super compstation 10/402",1136,1,2,2,,32000,1000,1,24995
1996,"Concurrent Computer Corp.",42,42,"20670910","CONCURRENT COMPUTER CORP","20670910","CONCURRENT COMPUTER CORP","maxion",678,1,0,5,150,16000,,0,24995
1988,"chromatics, inc.",34,34,,,,,"cx 1280",174,11,30,,,,,,24995
1993,"Concurrent Computer Corp.",42,42,"20670910","CONCURRENT COMPUTER CORP","20670910","CONCURRENT COMPUTER CORP","maxion",678,1,0,,150,,,0,24995
1986,"chromatics, inc.",34,34,,,,,"cx 1280",174,11,30,,,,,,24995
1995,"tatung co. of america, inc.",156,156,,,,,"super compstation 10/402",1136,1,2,2,,32000,1000,1,24995
1993,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 300 model 375ch",463,9,17,7,,32000,,0,25000
1987,"Accent Systems Corp.",1,1,,,,,"perq ln-4000",817,1,0,,,,,0,25000
1988,"megatek corp.",107,107,,,,,"megatek 9100",695,14,30,7,,,,0,25000
1989,"chromatics, inc.",34,34,,,,,"lemans",666,11,16,1,,32000,600,0,25000
1991,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","decstation 5000-200pxg",250,7,9,1,,16000,21000,1,25000
1992,"Barco Chromatics, Inc.",26,26,,,,,"lemans cx2000 color workstation",667,1,0,1,,32000,600,0,25000
1984,"Jupiter Systems",93,93,,,,,"jupiter 12 color graphics terminal",655,0,0,7,,,,0,25000
1990,"Chromatics, Inc.",34,34,,,,,"lemans",666,0,0,1,,32000,600,0,25000
1991,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 300 model 375ch",463,9,17,7,,32000,,0,25000
1985,"Perq Systems Corp.",127,127,,,,,"perq ln-3000",816,1,0,,,,,0,25000
1990,"Megatek Corp.",107,107,,,,,"megatek 9100",695,0,0,,,,,0,25000
1982,"Apollo Computer, Inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","domain",285,1,1,7,8,3500,,0,25000
1988,"chromatics, inc.",34,34,,,,,"lemans",666,11,16,1,,32000,600,0,25000
1987,"accent systems corp.",1,1,,,,,"perq ln-3000",816,20,30,,,,,,25000
1986,"Perq Systems Corp.",127,127,,,,,"perq ln-4000",817,1,0,,,,,0,25000
1987,"intergraph corp.",90,90,"45868310","INTERGRAPH CORP","45868310","INTERGRAPH CORP","interpro 32c",596,14,30,7,,,,0,25000
1986,"adage, inc.",2,2,,,,,"model 6080a",738,14,50,,,,,,25000
1992,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 300 model 375ch",463,9,17,7,,32000,,0,25000
1987,"adage, inc.",2,2,,,,,"model 6080a",738,14,50,,,,,,25000
1986,"Jupiter Systems",93,93,,,,,"jupiter 12 color graphics workstation",656,0,0,7,,,,0,25000
1988,"intergraph corp.",90,90,"45868310","INTERGRAPH CORP","45868310","INTERGRAPH CORP","interpro 32c",596,14,30,7,,,,0,25000
1991,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","decstation 5000-200pxg",250,7,9,1,,8000,21000,1,25000
1985,"Jupiter Systems",93,93,,,,,"jupiter 12 color graphics workstation",656,0,0,7,,,,0,25000
1983,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","domain",285,21,22,7,8,3500,,,25000
1989,"intergraph corp.",90,90,"45868310","INTERGRAPH CORP","45868310","INTERGRAPH CORP","interpro 32c",596,14,30,7,,,,0,25000
1981,"Apollo Computer, Inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","domain",285,1,1,7,8,3500,,0,25000
1993,"intergraph corp.",90,90,"45868310","INTERGRAPH CORP","45868310","INTERGRAPH CORP","interpro 6040",598,14,30,7,,16000,355,0,25000
1985,"perq systems corp.",127,127,,,,,"perq ln-4000",817,,30,,,,,,25000
1992,"intergraph corp.",90,90,"45868310","INTERGRAPH CORP","45868310","INTERGRAPH CORP","interpro 6040",598,14,30,7,,16000,355,0,25000
1991,"Chromatics, Inc.",34,34,,,,,"lemans",666,0,0,1,,32000,600,0,25000
1986,"perq systems corp.",127,127,,,,,"perq ln-3000",816,,30,,,,,,25000
1992,"Star Technologies, Inc.",150,150,"85519310","STAR TECHNOLOGIES INC","85519310","STAR TECHNOLOGIES INC","graphicon 1700",356,0,0,7,,16000,,0,25000
1989,"megatek corp.",107,107,,,,,"megatek 9100",695,14,30,7,,,,0,25000
1993,"Star Technologies, Inc.",150,150,"85519310","STAR TECHNOLOGIES INC","85519310","STAR TECHNOLOGIES INC","graphicon 1700",356,0,0,7,,16000,,0,25000
1992,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 3520",1203,14,21,7,,64000,560,1,25147
1991,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 3520",1203,14,21,7,,64000,560,1,25147
1996,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 20 model 712mp",1043,1,13,2,75,64000,1000,0,25295
1991,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-3/160g",1108,1,16,1,16.700000762939453,24000,71,0,25400
1990,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-3/160g",1108,1,16,1,16.700000762939453,24000,71,0,25400
1990,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-3/160m",1109,1,16,1,16,4000,,0,25400
1991,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-3/160m",1109,1,16,1,16,4000,,0,25400
1994,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris indigo2 xz",647,11,8,7,,16000,535,0,25500
1990,"seiko instruments u.s.a., inc.",142,142,,,,,"gr-4416",354,14,22,1,,20000,20,0,25950
1989,"seiko instruments u.s.a., inc.",142,142,,,,,"gr-4416",354,14,22,1,,20000,20,0,25950
1988,"seiko instruments u.s.a., inc.",142,142,,,,,"gr-4416",354,14,22,1,,20000,20,0,25950
1995,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 3000-500s axp",216,7,3,7,150,64000,1000,1,25983
1992,"intergraph corp.",90,90,"45868310","INTERGRAPH CORP","45868310","INTERGRAPH CORP","interpro 6240",599,14,30,7,,16000,640,0,26000
1989,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation ii",1214,14,21,7,,16000,477,1,26000
1991,"intergraph corp.",90,90,"45868310","INTERGRAPH CORP","45868310","INTERGRAPH CORP","interpro 6240",599,14,30,7,,16000,640,0,26000
1983,"megatek corp.",107,107,,,,,"whizzard 7290",1241,,49,,,,,,26000
1986,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation ii",1214,14,21,7,,16000,477,1,26000
1987,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation ii",1214,14,21,7,,16000,477,1,26000
1993,"intergraph corp.",90,90,"45868310","INTERGRAPH CORP","45868310","INTERGRAPH CORP","interpro 6240",599,14,30,7,,16000,640,0,26000
1995,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris indigo2 xz",647,11,8,7,,16000,535,0,26000
1984,"megatek corp.",107,107,,,,,"whizzard 7290",1241,,49,,,,,,26000
1996,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris indigo2 xz",647,11,8,7,,12000000,535,0,26000
1990,"intergraph corp.",90,90,"45868310","INTERGRAPH CORP","45868310","INTERGRAPH CORP","interpro 225",588,14,47,7,,16000,156,0,26000
1982,"genisco computers corp.",69,69,"37229820","GENISCO TECHNOLOGY","37229810","GENISCO TECHNOLOGY","g-6111",341,20,30,7,,512,,,26000
1988,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation ii",1214,14,21,7,,16000,477,1,26000
1982,"genisco computers corp.",69,69,"37229820","GENISCO TECHNOLOGY","37229810","GENISCO TECHNOLOGY","g-6121",343,20,30,7,,512,,,26000
1995,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 3bt",930,10,12,9,,512000,18000,1,26500
1988,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-3/160g",1108,1,16,1,16.700000762939453,24000,71,0,26900
1989,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-3/160g",1108,1,16,1,16.700000762939453,24000,71,0,26900
1987,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-3/160g",1108,1,16,1,16.700000762939453,24000,71,0,26900
1989,"tektronix, inc.",158,158,"87913110","TEKTRONIX INC","87913110","TEKTRONIX INC","model 4324 graphics netstation",732,11,16,7,,12000,86,0,26950
1988,"tektronix, inc.",158,158,"87913110","TEKTRONIX INC","87913110","TEKTRONIX INC","model 4324 graphics netstation",732,11,16,7,,12000,86,0,26950
1992,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 2gs",1054,1,1,2,25,64000,207,0,26995
1984,"Perq Systems Corp.",127,127,,,,,"perq 2",814,1,0,7,,,,0,27000
